product_id,product_name,description,category,brand,price,discount,stock_quantity,sku,barcode,weight_kg,dimensions_cm,color,material,origin_country,is_active,created_at,updated_at
473,Accept Figure,Long whose fill participant decision hundred strong civil direction wonder somebody.,Furniture,Foster LLC,223.08,20.84,784,SKU00473,3261650114807,22.02,44x6x89,Red,Wood,Israel,True,2022-01-30 22:11:51,2021-08-28 18:25:51
474,Statement Owner,Free building speak reason drop fire clearly threat rate stand.,Electronics,Cole-Hunt,4938.85,29.21,527,SKU00474,4721057753942,16.64,49x15x70,White,Wood,Burundi,True,2023-07-09 09:44:53,2021-08-01 19:53:58
475,Baby Guess,Doctor upon worry anything according cost think example appear inside camera trouble on.,Furniture,Little PLC,390.64,2.07,917,SKU00475,1388852254406,43.68,47x14x80,Yellow,Wood,Thailand,True,2021-04-06 14:11:55,2024-09-01 02:39:06
476,Suddenly Those,Former sure lead total truth claim day year culture.,Clothing,Hunt Group,3948.29,17.42,659,SKU00476,0972086958905,12.37,5x60x74,Green,Cotton,Wallis and Futuna,False,2022-01-20 07:30:19,2023-06-15 04:37:45
477,As Ball,Democratic change media year movie identify nature significant laugh road suffer.,Toys,Lopez-Brown,1984.95,20.28,539,SKU00477,0121325878676,0.36,38x91x19,Green,Plastic,Honduras,False,2024-02-20 08:56:31,2022-08-23 21:42:47
478,Herself Foreign,Building smile gun head beautiful ability available agree.,Clothing,Walters-Johnson,4459.9,11.85,387,SKU00478,0847945251865,5.15,84x5x27,Black,Cotton,Holy See (Vatican City State),False,2020-04-16 04:49:56,2021-03-04 14:19:43
479,Indeed Word,Smile left spring risk score already sure will.,Electronics,Mcdonald-Oconnell,381.83,18.29,362,SKU00479,6804564241817,9.04,63x42x83,Black,Wood,Brunei Darussalam,False,2021-07-17 08:12:14,2020-10-22 15:14:10
480,Eight Word,Writer provide candidate oil care find list car anything eye.,Toys,Brown PLC,595.89,28.38,505,SKU00480,1831175075598,1.93,63x60x39,Green,Metal,Brazil,True,2020-05-26 10:25:02,2024-05-31 00:46:39
481,Culture Include,Bring possible best eye church top federal long spend treat.,Clothing,"Suarez, Cole and Stanley",1309.68,26.69,118,SKU00481,3526228398240,10.37,54x44x26,Red,Cotton,Guinea-Bissau,False,2021-10-12 12:18:11,2020-10-12 04:21:12
482,Add This,Hot sometimes wear system center peace.,Books,Brennan-Goodman,2345.04,17.37,416,SKU00482,2293328301258,14.87,76x89x39,Green,Leather,Ghana,False,2020-04-07 09:50:11,2021-04-16 14:03:29
483,Night Themselves,Say hold lay allow itself right big scene let itself decide.,Grocery,"Hartman, Alexander and Williams",3044.08,21.04,878,SKU00483,8670976910751,35.94,79x58x97,Red,Cotton,Maldives,True,2023-06-15 11:31:36,2025-01-31 06:27:15
484,Total Firm,Act north cold agreement country dark employee.,Electronics,Rios-Mitchell,3486.58,6.26,673,SKU00484,6641590441060,44.79,48x69x34,White,Metal,Suriname,False,2025-04-08 01:09:44,2022-10-27 03:45:41
485,Popular Alone,Between deal process father join order nature safe truth happen.,Toys,Garcia-Williams,4372.19,14.3,255,SKU00485,9902494482052,38.12,22x24x98,Green,Wood,Ghana,True,2025-02-12 01:43:16,2020-05-18 08:15:03
486,Against Sport,Special type approach where rather represent professor relationship us tax indicate floor product.,Electronics,Tucker Inc,4883.67,20.49,727,SKU00486,0798244795584,25.13,26x53x64,Red,Wood,Israel,False,2022-02-21 03:24:49,2022-03-07 08:07:47
487,Range Never,Later ground his agreement there message where risk dinner until.,Clothing,Bell-Pham,3187.66,25.52,943,SKU00487,0811068009931,30.65,71x13x58,Black,Wood,Guyana,True,2025-04-25 16:46:33,2020-12-17 15:52:45
488,Some Economy,Nearly fine political cost name reason day attention listen.,Electronics,"Smith, Perez and Clark",2138.91,18.26,458,SKU00488,4870609961448,49.79,78x80x66,Black,Wood,Albania,False,2023-02-09 09:55:20,2020-02-19 11:48:14
489,Possible Point,Become else measure I direction ago true analysis political effort page music take.,Books,Brewer-Bailey,4064.38,10.35,590,SKU00489,5094438903113,23.1,71x31x44,Red,Cotton,Isle of Man,True,2020-08-17 20:25:16,2021-10-16 20:05:27
490,Stay While,Good north career free remember develop.,Clothing,Maddox-Adams,671.36,10.78,525,SKU00490,0886567573870,35.22,79x10x75,White,Metal,Saudi Arabia,False,2023-05-29 07:47:19,2023-01-28 16:28:03
491,Line After,Kid research through their require special better so stop drug next part candidate.,Toys,Gonzales-Cervantes,1084.95,0.28,646,SKU00491,8329125272249,29.61,5x89x86,Green,Wood,Falkland Islands (Malvinas),True,2022-09-19 17:09:21,2022-01-21 20:27:40
492,Boy Responsibility,Size economic go boy education cost court star early there.,Toys,"Parker, Brown and Cruz",1041.18,16.32,42,SKU00492,7436929411024,46.97,96x78x41,Blue,Metal,Palestinian Territory,True,2020-11-08 04:06:13,2024-05-05 07:31:00
493,Might Customer,Candidate poor product each human someone conference part mean dream food.,Clothing,Johnson-Perez,4028.45,6.28,854,SKU00493,1729948450850,9.55,100x71x57,Yellow,Metal,Maldives,False,2023-11-02 09:18:40,2022-12-05 08:15:54
494,Box Executive,Knowledge language cover because customer shoulder though go whatever.,Toys,Adams LLC,195.15,7.53,87,SKU00494,8298292368843,0.21,42x40x51,Red,Cotton,Marshall Islands,True,2024-10-08 23:51:15,2023-07-27 21:33:48
495,Hit Hundred,Yet probably two method must rise within three source.,Books,Brown-Williams,307.5,18.23,148,SKU00495,2527821541447,4.4,70x87x55,Black,Wood,Peru,True,2023-08-23 02:21:56,2024-11-14 04:50:27
496,Reduce There,Over middle decade look debate debate message student program care our wrong long.,Electronics,Contreras Inc,3247.24,9.47,641,SKU00496,5712539509705,9.05,73x35x95,Black,Leather,Bosnia and Herzegovina,True,2021-10-01 07:30:14,2022-10-25 17:55:06
497,Billion Seem,Term them teacher world material issue so plant only.,Grocery,Mueller and Sons,2867.92,6.95,733,SKU00497,6770028089984,16.8,39x70x53,Black,Plastic,Mali,True,2021-01-10 20:32:52,2023-03-28 07:06:04
498,Camera Support,Section project ok mean drop leader step may amount area great.,Toys,"Smith, Martin and Nichols",3796.2,26.21,352,SKU00498,9313541653132,39.8,74x99x12,Red,Wood,Monaco,True,2021-12-05 01:17:00,2021-10-09 07:25:29
499,Drug Base,Five drive theory hot task soon require idea your certainly structure technology daughter.,Electronics,Anderson Ltd,1310.42,15.58,974,SKU00499,1771452561850,1.83,47x75x35,White,Metal,Venezuela,False,2022-08-07 12:18:03,2020-02-22 05:18:50
500,Sound Source,Move writer reason cut possible century finally security sort week mean.,Electronics,"Huang, Mccall and Stewart",4350.68,22.63,56,SKU00500,6528976788059,5.03,46x68x54,Yellow,Cotton,Bolivia,False,2020-11-06 09:48:04,2022-01-21 16:34:20
